# Rime user dictionary
#@/db_name	wanxiang
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	31620
#@/user_id	b05c24aa-c4d6-4bd9-842a-ee5398eb78ba
a 	啊	c=5 d=2.74676 t=31620
néng rěn 	能忍	c=1 d=0.951229 t=31620
néng xià dì 	能下地	c=1 d=0.955997 t=31620
néng zài 	能在	c=1 d=0.97531 t=31620
nì jú 	逆局	c=2 d=1.97516 t=31620
nì tiān 	逆天	c=3 d=1.39576 t=31620
nín 	您	c=5 d=3.88491 t=31620
nín kàn xià 	您看下	c=1 d=0.965606 t=31620
nín shì fǒu 	您是否	c=1 d=0.918512 t=31620
níng 	宁	c=1 d=0.489193 t=31620
níng gē 	宁哥	c=2 d=1.27363 t=31620
níng xià 	宁夏	c=1 d=0.970446 t=31620
nòng 	弄	c=19 d=5.58945 t=31620
nòng bù sǐ rén 	弄不死人	c=1 d=0.66365 t=31620
nòng guò 	弄过	c=1 d=0.562705 t=31620
nòng hǎo 	弄好	c=1 d=0.985111 t=31620
nòng jiù xíng 	弄就行	c=1 d=0.965606 t=31620
nòng jìn 	弄进	c=1 d=0.798516 t=31620
nòng le 	弄了	c=1 d=0.733447 t=31620
nòng nǐ 	弄你	c=1 d=0.759572 t=31620
nòng sǐ 	弄死	c=1 d=0.748264 t=31620
nòng wán 	弄完	c=2 d=1.89449 t=31620
nòng xià 	弄下	c=2 d=1.8329 t=31620
nòng yí xià 	弄一下	c=1 d=0.634448 t=31620
nóng chǎng 	农场	c=1 d=0.852144 t=31620
nóng fú 	农服	c=2 d=1.09501 t=31620
nóng jiā lè 	农家乐	c=1 d=0.99005 t=31620
nóng jù 	农具	c=46 d=6.39225 t=31620
nóng jī 	农机	c=17 d=4.72198 t=31620
nóng mò zhòng cǎi 	浓墨重彩	c=1 d=0.394554 t=31620
nóng suō 	浓缩	c=1 d=0.76338 t=31620
nóng tián 	农田	c=5 d=2.05123 t=31620
nóng tián zhōng 	农田中	c=1 d=0.47001 t=31620
nóng xiào 	农校	c=3 d=2.16383 t=31620
nóng xīn 	农芯	c=1 d=0.814648 t=31620
nóng yè 	农业	c=5 d=4.16345 t=31620
nóng yì 	农艺	c=1 d=0.814648 t=31620
nóng yòng 	农用	c=11 d=2.74236 t=31620
nǎ ge 	哪个	c=1 d=0.860708 t=31620
nǎ jù huà 	哪句话	c=2 d=1.87472 t=31620
nǎ lǐ 	哪里	c=7 d=4.00906 t=31620
nǎ lǐ bān 	哪里搬	c=1 d=0.794534 t=31620
nǎ lǐ xū yào 	哪里需要	c=1 d=0.790571 t=31620
nǎ yì pī 	哪一批	c=1 d=0.814648 t=31620
nǎ yí gè 	哪一个	c=1 d=0.759572 t=31620
nǎ yí tào 	哪一套	c=1 d=0.794534 t=31620
nǎi 	乃	c=1 d=0.97531 t=31620
nǎi 	奶	c=1 d=0.932394 t=31620
nǎi niú 	奶牛	c=1 d=0.657047 t=31620
nǎng sǐ 	攮死	c=1 d=0.946485 t=31620
nǎo 	脑	c=1 d=0.985111 t=31620
nǎo huí lù 	脑回路	c=2 d=1.56069 t=31620
nǐ 	你	c=65 d=8.6806 t=31620
nǐ bié 	你别	c=1 d=0.985111 t=31620
nǐ bù 	你不	c=2 d=1.33787 t=31620
nǐ bù jué dé 	你不觉得	c=1 d=0.941764 t=31620
nǐ bù yīng gāi 	你不应该	c=1 d=0.923117 t=31620
nǐ bú zhèng zhí 	你不正直	c=1 d=0.843665 t=31620
nǐ bǎ 	你把	c=4 d=2.62956 t=31620
nǐ bǎ tā 	你把它	c=1 d=0.955997 t=31620
nǐ de 	你的	c=12 d=4.1047 t=31620
nǐ duì 	你对	c=1 d=0.694196 t=31620
nǐ dōu 	你都	c=3 d=2.62113 t=31620
nǐ gāi 	你该	c=1 d=0.733447 t=31620
nǐ gěi 	你给	c=2 d=1.67276 t=31620
nǐ huì 	你会	c=5 d=2.99562 t=31620
nǐ huí gù yí xià 	你回顾一下	c=1 d=0.621885 t=31620
nǐ hái yǒu wǒ 	你还有我	c=1 d=0.873716 t=31620
nǐ hái zài 	你还在	c=1 d=0.951229 t=31620
nǐ hé 	你和	c=1 d=0.927743 t=31620
nǐ hǎo 	你好	c=1 d=0.814648 t=31620
nǐ hǎo shì 	你好是	c=1 d=0.68729 t=31620
nǐ jiā 	你家	c=1 d=0.228779 t=31620
nǐ jué de ne 	你觉得呢	c=1 d=0.818731 t=31620
nǐ jué dé 	你觉得	c=2 d=1.49061 t=31620
nǐ jǔ de 	你举得	c=1 d=0.951229 t=31620
nǐ kàn 	你看	c=2 d=1.62562 t=31620
nǐ kàn kàn 	你看看	c=1 d=0.891367 t=31620
nǐ kàn xià 	你看下	c=5 d=3.11764 t=31620
nǐ kě néng 	你可能	c=2 d=1.67971 t=31620
nǐ kě yǐ 	你可以	c=3 d=1.98854 t=31620
nǐ le 	你了	c=1 d=0.970446 t=31620
nǐ lái 	你来	c=3 d=1.55767 t=31620
nǐ men 	你们	c=17 d=5.29944 t=31620
nǐ men shuō 	你们说	c=1 d=0.923117 t=31620
nǐ máo shì 	你毛事	c=0 d=0.0985111 t=31620
nǐ méi jiàn guò 	你没见过	c=1 d=0.932394 t=31620
nǐ nà 	你那	c=1 d=0.83527 t=31620
nǐ nà biān 	你那边	c=3 d=1.71438 t=31620
nǐ nà gè 	你那个	c=2 d=1.36848 t=31620
nǐ nà gè tiān xiàn 	你那个天线	c=1 d=0.802519 t=31620
nǐ néng 	你能	c=3 d=2.21775 t=31620
nǐ rèn zhēn 	你认真	c=1 d=0.980199 t=31620
nǐ shuō 	你说	c=6 d=3.66908 t=31620
nǐ shuō de 	你说的	c=1 d=0.733447 t=31620
nǐ shuō huà 	你说话	c=1 d=0.375311 t=31620
nǐ shàng yí bù 	你上一步	c=1 d=0.600496 t=31620
nǐ shì 	你是	c=9 d=4.40002 t=31620
nǐ shì bù shì 	你是不是	c=2 d=0.761617 t=31620
nǐ shì gè 	你是个	c=1 d=0.222018 t=31620
nǐ shì shuí 	你是谁	c=2 d=0.96079 t=31620
nǐ shì xià 	你试下	c=1 d=0.937067 t=31620
nǐ shì yí gè 	你是一个	c=4 d=1.83243 t=31620
nǐ suǒ 	你所	c=1 d=0.946485 t=31620
nǐ sī xiǎng 	你思想	c=0 d=0.0918512 t=31620
nǐ sī xiǎng shàng 	你思想上	c=1 d=0.923117 t=31620
nǐ wèi shén 	你为什	c=1 d=0.946485 t=31620
nǐ wèn wèn 	你问问	c=1 d=0.932394 t=31620
nǐ xiàn zài 	你现在	c=9 d=4.50034 t=31620
nǐ xiān 	你先	c=3 d=1.61432 t=31620
nǐ xiān shì 	你先是	c=1 d=0.197899 t=31620
nǐ xīn lǐ 	你心里	c=1 d=0.96079 t=31620
nǐ yuè dú 	你阅读	c=1 d=0.729789 t=31620
nǐ yào 	你要	c=3 d=2.47523 t=31620
nǐ yào bù rán 	你要不然	c=1 d=0.396532 t=31620
nǐ yòng 	你用	c=1 d=0.946485 t=31620
nǐ yě 	你也	c=3 d=2.35034 t=31620
nǐ yě shì 	你也是	c=1 d=0.980199 t=31620
nǐ yǐ jīng 	你已经	c=2 d=1.88355 t=31620
nǐ yǐ wéi 	你以为	c=1 d=0.715338 t=31620
nǐ yǒu 	你有	c=2 d=1.40305 t=31620
nǐ zhuō shàng 	你桌上	c=1 d=0.869358 t=31620
nǐ zhè 	你这	c=1 d=0.951229 t=31620
nǐ zhèng zhí 	你正值	c=1 d=0.980199 t=31620
nǐ zhèng zhí ma 	你正直吗	c=1 d=0.99005 t=31620
nǐ zhī dào 	你知道	c=1 d=0.895834 t=31620
nǐ zhī qián 	你之前	c=1 d=0.557106 t=31620
nǐ zuò wéi 	你作为	c=2 d=1.35481 t=31620
nǐ zài 	你再	c=4 d=1.68326 t=31620
nǐ zài 	你在	c=2 d=1.56098 t=31620
nǐ zěn me 	你怎么	c=1 d=0.882497 t=31620
nǐ zǎ 	你咋	c=1 d=0.873716 t=31620
nǐ zǎ bù shuō 	你咋不说	c=1 d=0.927743 t=31620
nǐ zǒng bù néng 	你总不能	c=1 d=0.927743 t=31620
nǔ lì 	努力	c=2 d=1.70045 t=31620
nǚ 	女	c=1 d=0.985111 t=31620
nǚ bǎn 	女版	c=1 d=0.980199 t=31620
nǚ de 	女的	c=1 d=0.88692 t=31620
nǚ dà 	女大	c=1 d=0.704688 t=31620
nǚ fāng 	女方	c=1 d=0.865022 t=31620
nǚ liú 	女流	c=1 d=0.856415 t=31620
nǚ pín 	女频	c=1 d=0.985111 t=31620
nǚ shén 	女神	c=1 d=0.918512 t=31620
nǚ shēng 	女生	c=1 d=0.941764 t=31620
nǚ xìng 	女性	c=1 d=0.771052 t=31620
nǚ zhǔ bō 	女主播	c=2 d=1.92654 t=31620
nǚ zǐ 	女子	c=1 d=0.985111 t=31620
piàn 	片	c=1 d=0.918512 t=31620
piàn zi 	骗子	c=1 d=0.96079 t=31620
piào liang 	漂亮	c=1 d=0.810584 t=31620
piān 	偏	c=1 d=0.722527 t=31620
piān 	篇	c=2 d=1.30073 t=31620
piān chā 	偏差	c=20 d=5.71579 t=31620
piān xiàng 	偏向	c=1 d=0.814648 t=31620
piān zhāng 	篇章	c=4 d=2.71615 t=31620
piāo 	飘	c=1 d=0.99005 t=31620
pài duì 	派对	c=1 d=0.97531 t=31620
pàn duàn 	判断	c=8 d=3.76144 t=31620
pàn dìng 	判定	c=3 d=2.24846 t=31620
pào 	泡	c=1 d=0.937067 t=31620
pào pào 	炮炮	c=1 d=0.927743 t=31620
pào téng 	泡腾	c=1 d=0.913931 t=31620
pái 	排	c=2 d=1.92196 t=31620
pái chá 	排查	c=0 d=0.0980199 t=31620
pái chá fāng fǎ 	排查方法	c=1 d=0.985111 t=31620
pái duì 	排队	c=4 d=3.70749 t=31620
pái míng 	排名	c=1 d=0.937067 t=31620
pán 	盘	c=9 d=5.16281 t=31620
páng biān 	旁边	c=1 d=0.865022 t=31620
páng kè 	庞克	c=0 d=0.0909373 t=31620
páng lóng 	庞龙	c=1 d=0.918512 t=31620
pèi 	配	c=2 d=1.33439 t=31620
pèi ma 	配吗	c=1 d=0.869358 t=31620
pèi sè 	配色	c=1 d=0.882497 t=31620
pèi zhì 	配置	c=64 d=11.9306 t=31620
pèi zhì wén jiàn 	配置文件	c=1 d=0.752014 t=31620
pèng cí 	碰瓷	c=1 d=0.806541 t=31620
péi 	裴	c=1 d=0.932394 t=31620
péi chán 	培蝉	c=1 d=0.847894 t=31620
péi gěi 	赔给	c=1 d=0.932394 t=31620
péi xùn 	培训	c=1 d=0.810584 t=31620
péng you quān zi 	朋友圈子	c=1 d=0.603506 t=31620
péng yú yàn 	彭于晏	c=1 d=0.985111 t=31620
péng ān 	蓬安	c=1 d=0.946485 t=31620
pì gu 	屁股	c=2 d=1.87898 t=31620
pí 	皮	c=1 d=0.878095 t=31620
pín chū 	频出	c=1 d=0.932394 t=31620
pín fán 	频繁	c=1 d=0.228779 t=31620
pín lǜ 	频率	c=1 d=0.67368 t=31620
píng 	凭	c=0 d=0.0786628 t=31620
píng 	屏	c=2 d=1.60425 t=31620
píng bì 	屏蔽	c=1 d=0.985111 t=31620
píng bì diào 	屏蔽掉	c=1 d=0.955997 t=31620
píng bǎn 	平板	c=2 d=1.13694 t=31620
píng cháng 	平常	c=2 d=1.75726 t=31620
píng cè 	评测	c=1 d=0.873716 t=31620
píng guǒ 	苹果	c=44 d=10.2998 t=31620
píng gū 	评估	c=13 d=3.94816 t=31620
píng jià 	评价	c=9 d=4.94884 t=31620
píng jǐng 	瓶颈	c=1 d=0.88692 t=31620
píng kōng 	凭空	c=1 d=0.932394 t=31620
píng lùn 	评论	c=1 d=0.506617 t=31620
píng lùn qū 	评论区	c=2 d=1.66394 t=31620
píng mù 	屏幕	c=18 d=4.06638 t=31620
píng shěn 	评审	c=1 d=0.869358 t=31620
píng tái 	平台	c=6 d=2.93716 t=31620
píng tì 	平替	c=1 d=0.802519 t=31620
píng xià 	屏下	c=2 d=1.40391 t=31620
píng xíng 	平行	c=3 d=2.29219 t=31620
píng yí 	平移	c=1 d=0.856415 t=31620
píng zhèng 	凭证	c=1 d=0.722527 t=31620
píng zì jǐ 	凭自己	c=1 d=0.790571 t=31620
pò 	破	c=1 d=1.02294 t=31620
pò jiě 	破解	c=3 d=0.690619 t=31620
pò shuǐ guǎn 	破水管	c=1 d=0.99005 t=31620
pò shì jīng yīng 	破事精英	c=3 d=2.82249 t=31620
pò zhèn zi 	破阵子	c=1 d=0.99005 t=31620
pò àn le 	破案了	c=1 d=0.955997 t=31620
pāi zhào 	拍照	c=5 d=3.3364 t=31620
pēn chéng 	喷成	c=1 d=0.980199 t=31620
pēn zi 	喷子	c=1 d=0.985111 t=31620
pī pàn 	批判	c=1 d=0.891367 t=31620
pī píng 	批评	c=1 d=0.951229 t=31620
pīn 	拼	c=2 d=1.46216 t=31620
pīn duō duō 	拼多多	c=1 d=0.794534 t=31620
pīn jiē 	拼接	c=1 d=0.557106 t=31620
pīn jìn 	拼劲	c=1 d=0.782705 t=31620
pīn yí xià 	拼一下	c=1 d=0.927743 t=31620
pīn yīn 	拼音	c=7 d=4.71558 t=31620
pō dì 	坡地	c=2 d=1.43864 t=31620
pū zhuāng 	铺装	c=1 d=0.909373 t=31620
pū zhuāng dào lù 	铺装道路	c=1 d=0.477114 t=31620
pǎo 	跑	c=6 d=3.2229 t=31620
pǎo chū 	跑出	c=1 d=0.70822 t=31620
pǎo le 	跑了	c=1 d=0.637628 t=31620
pǎo pǎo 	跑跑	c=1 d=0.923117 t=31620
pǎo xià zǐ 	跑下子	c=1 d=0.831104 t=31620
pǎo yì quān 	跑一圈	c=1 d=0.913931 t=31620
pǎo zhe 	跑着	c=1 d=0.860708 t=31620
pǐ pèi 	匹配	c=2 d=1.62523 t=31620
pǐn pái 	品牌	c=3 d=1.58713 t=31620
pǐn zhì 	品质	c=3 d=1.99345 t=31620
pǐn zhǒng 	品种	c=1 d=0.878095 t=31620
pǔ biàn 	普遍	c=1 d=0.878095 t=31620
pǔ tōng 	普通	c=3 d=1.92691 t=31620
pǔ zhǎng 	普涨	c=1 d=0.631283 t=31620
qià dàng 	恰当	c=1 d=0.524662 t=31620
qiàn 	歉	c=1 d=0.97531 t=31620
qiàn jiā 	欠佳	c=1 d=0.826959 t=31620
qiàn rù 	嵌入	c=2 d=1.28325 t=31620
qiàn rù shì 	嵌入式	c=1 d=0.99005 t=31620
qiàn tào 	嵌套	c=1 d=0.955997 t=31620
qián 	前	c=13 d=4.83909 t=31620
qián 	钱	c=4 d=2.28699 t=31620
qián biān 	前边	c=3 d=2.1141 t=31620
qián bāo 	钱包	c=1 d=0.806541 t=31620
qián fú 	潜伏	c=1 d=0.918512 t=31620
qián hòu 	前后	c=1 d=0.647265 t=31620
qián jìn 	前进	c=20 d=4.94106 t=31620
qián jìn dǎng 	前进挡	c=4 d=2.13982 t=31620
qián jǐ nián 	前几年	c=1 d=0.860708 t=31620
qián jǐng 	前景	c=1 d=0.88692 t=31620
qián kuì 	前馈	c=1 d=0.847894 t=31620
qián liǎng gè 	前两个	c=1 d=0.927743 t=31620
qián liǎng tiān 	前两天	c=2 d=1.25692 t=31620
qián lún 	前轮	c=11 d=3.73118 t=31620
qián miàn 	前面	c=1 d=0.737124 t=31620
qián qī 	前期	c=1 d=0.647265 t=31620
qián rèn 	前任	c=1 d=0.937067 t=31620
qián shè xiàng tóu 	前摄像头	c=2 d=1.27081 t=31620
qián tí 	前提	c=3 d=1.66034 t=31620
qián tí xià 	前提下	c=1 d=0.839457 t=31620
qián wǔ 	前五	c=1 d=0.99005 t=31620
qián yí duàn 	前一段	c=2 d=1.56561 t=31620
qián zhuāng 	前装	c=1 d=0.900325 t=31620
qián zài 	潜在	c=4 d=3.10543 t=31620
qiáng dù 	强度	c=2 d=1.23864 t=31620
qiáng hěn duō 	强很多	c=1 d=0.878095 t=31620
qiáng jiān 	强奸	c=2 d=1.8053 t=31620
qiáng qiáng 	强强	c=1 d=0.99005 t=31620
qiáng wēi 	蔷薇	c=1 d=0.701173 t=31620
qiáng xíng 	强行	c=1 d=0.923117 t=31620
qiáng zhì 	强制	c=3 d=1.59783 t=31620
qiáo liáng 	桥梁	c=1 d=0.647265 t=31620
qiáo nín 	瞧您	c=1 d=0.946485 t=31620
qiè 	切	c=8 d=3.50873 t=31620
qiè yí xià 	切一下	c=1 d=0.778801 t=31620
qióng rén 	穷人	c=3 d=2.42631 t=31620
qiú 	求	c=6 d=3.89119 t=31620
qiú 	球	c=1 d=0.744531 t=31620
qiú chǎng 	球场	c=1 d=0.704688 t=31620
qiú fó 	求佛	c=2 d=1.72101 t=31620
qiú qiú 	求求	c=1 d=0.818731 t=31620
qiān guà 	牵挂	c=1 d=0.847894 t=31620
qiān xún 	千寻	c=1 d=0.99005 t=31620
qiān yí 	迁移	c=1 d=0.798516 t=31620
qiē chéng 	切成	c=3 d=1.84806 t=31620
qiē dào 	切到	c=2 d=1.83785 t=31620
qiē huàn 	切换	c=19 d=6.58724 t=31620
qiē le 	切了	c=1 d=0.955997 t=31620
qiě 	且	c=9 d=2.2426 t=31620
qiě zì dòng 	且自动	c=1 d=0.878095 t=31620
qiū shōu 	秋收	c=2 d=1.86501 t=31620
qiū zhī 	秋芝	c=1 d=0.99005 t=31620
qiǎn 	浅	c=0 d=0.0860708 t=31620
qiǎn sè 	浅色	c=0 d=0.0873716 t=31620
qiǎn sè zhǔ tí 	浅色主题	c=1 d=0.878095 t=31620
qiǎn yòng hù 	浅用户	c=1 d=0.865022 t=31620
qiǎng gòu 	抢购	c=1 d=0.970446 t=31620
qiǎng piào 	抢票	c=1 d=0.96079 t=31620
qiǎo hé le 	巧合了	c=1 d=0.878095 t=31620
qiǎo le 	巧了	c=1 d=0.650509 t=31620
quán 	全	c=3 d=1.94702 t=31620
quán 	拳	c=1 d=0.597501 t=31620
quán bù 	全部	c=2 d=1.50715 t=31620
quán bù jī yú 	全部基于	c=1 d=0.852144 t=31620
quán chéng 	全程	c=2 d=1.21648 t=31620
quán jú 	全局	c=2 d=1.73869 t=31620
quán kào 	全靠	c=1 d=0.737124 t=31620
quán liàng 	全量	c=1 d=0.786628 t=31620
quán lì 	全力	c=1 d=0.786628 t=31620
quán miàn 	全面	c=1 d=0.88692 t=31620
quán pán 	全盘	c=1 d=0.865022 t=31620
quán píng 	全凭	c=1 d=0.759572 t=31620
quán píng 	全屏	c=1 d=0.873716 t=31620
quán qiú 	全球	c=3 d=2.52927 t=31620
quán shì 	全是	c=6 d=1.5557 t=31620
quán xiàn 	权限	c=3 d=2.26263 t=31620
quán yuán 	全员	c=1 d=0.767205 t=31620
quán yì 	权益	c=1 d=0.923117 t=31620
quán zhàn 	全栈	c=1 d=0.985111 t=31620
quán zì dòng 	全自动	c=4 d=2.0964 t=31620
quán é 	全额	c=1 d=0.980199 t=31620
què 	却	c=4 d=1.81042 t=31620
què bǎo 	确保	c=2 d=1.90248 t=31620
què dìng 	确定	c=4 d=1.82136 t=31620
què rèn 	确认	c=40 d=6.55099 t=31620
què rèn yí xià 	确认一下	c=1 d=0.873716 t=31620
què shí 	确实	c=6 d=2.24318 t=31620
què shí shì 	确实是	c=1 d=0.677056 t=31620
què xìn 	确信	c=1 d=0.985111 t=31620
quān 	圈	c=0 d=0.0647265 t=31620
quān dì 	圈地	c=1 d=0.748264 t=31620
quān dì zì méng 	圈地自萌	c=1 d=0.99005 t=31620
quē diǎn 	缺点	c=4 d=1.56902 t=31620
quē xiàn 	缺陷	c=1 d=0.650509 t=31620
qì 	器	c=11 d=4.76734 t=31620
qì bú qì 	气不气	c=1 d=0.99005 t=31620
qì chē 	汽车	c=19 d=7.29144 t=31620
qì fèn 	气愤	c=1 d=0.965606 t=31620
qì shuǐ 	汽水	c=1 d=0.97531 t=31620
qì xiè 	器械	c=1 d=0.737124 t=31620
qì xī 	气息	c=1 d=0.99005 t=31620
qí 	其	c=3 d=1.90469 t=31620
qí cì 	其次	c=1 d=0.856415 t=31620
qí guài 	奇怪	c=2 d=1.20812 t=31620
qí guài de 	奇怪的	c=1 d=0.726149 t=31620
qí jiàn 	旗舰	c=2 d=0.944823 t=31620
qí lín guā 	麒麟瓜	c=1 d=0.909373 t=31620
qí miào 	奇妙	c=1 d=0.771052 t=31620
qí qí guài guài 	奇奇怪怪	c=1 d=0.88692 t=31620
qí ruì 	奇瑞	c=3 d=1.48166 t=31620
qí shí 	其实	c=8 d=3.27293 t=31620
qí shǒu 	骑手	c=1 d=0.722527 t=31620
qí tā 	其他	c=53 d=7.86614 t=31620
qí tā rén 	其他人	c=1 d=0.900325 t=31620
qí yú 	其余	c=1 d=0.927743 t=31620
qí zhōng 	其中	c=1 d=0.76338 t=31620
qí zài 	骑在	c=1 d=0.946485 t=31620
qíng gē wáng 	情歌王	c=3 d=2.85371 t=31620
qíng jié 	情节	c=1 d=0.99005 t=31620
qíng kuàng 	情况	c=48 d=7.77915 t=31620
qíng kuàng xià 	情况下	c=1 d=0.852144 t=31620
qíng rén 	情人	c=1 d=0.891367 t=31620
qíng shēn shēn yǔ méng méng 	情深深雨蒙蒙	c=1 d=0.839457 t=31620
qíng tiān 	晴天	c=1 d=0.99005 t=31620
qíng xù 	情绪	c=2 d=1.74963 t=31620
qù 	去	c=17 d=4.18447 t=31620
qù chú 	去除	c=1 d=0.951229 t=31620
qù de 	去的	c=4 d=2.34682 t=31620
qù guò 	去过	c=0 d=0.0839457 t=31620
qù gōng sī 	去公司	c=1 d=0.597501 t=31620
qù le 	去了	c=2 d=1.2841 t=31620
qù nián 	去年	c=5 d=2.10221 t=31620
qù ya 	去呀	c=1 d=0.860708 t=31620
qú dào 	渠道	c=1 d=0.965606 t=31620
qún 	群	c=1 d=1.03488 t=31620
qún tǐ 	群体	c=4 d=2.35636 t=31620
qī 	期	c=1 d=0.923117 t=31620
qī dài 	期待	c=3 d=1.44967 t=31620
qī jiān 	期间	c=5 d=3.11364 t=31620
qī nián 	七年	c=2 d=1.60042 t=31620
qī shí nián dài 	七十年代	c=1 d=0.918512 t=31620
qī zǐ 	妻子	c=1 d=0.786628 t=31620
qīn mín 	亲民	c=1 d=0.737124 t=31620
qīn qi 	亲戚	c=3 d=2.1942 t=31620
qīn shǒu 	亲手	c=1 d=0.882497 t=31620
qīng chú 	清除	c=4 d=3.34647 t=31620
qīng chūn 	青春	c=1 d=0.83527 t=31620
qīng chūn qī 	青春期	c=1 d=0.882497 t=31620
qīng chǔ 	清楚	c=1 d=0.496585 t=31620
qīng chǔ le 	清楚了	c=1 d=0.847894 t=31620
qīng diào 	清掉	c=1 d=0.937067 t=31620
qīng dù 	轻度	c=1 d=0.666977 t=31620
qīng fěn 	清粉	c=1 d=0.878095 t=31620
qīng kōng 	清空	c=4 d=2.36444 t=31620
qīng le 	轻了	c=1 d=0.360595 t=31620
qīng lǐ 	清理	c=1 d=0.865022 t=31620
qīng míng jié 	清明节	c=1 d=0.506617 t=31620
qīng qīng 	轻轻	c=1 d=0.831104 t=31620
qīng wēi 	轻微	c=2 d=1.51325 t=31620
qīng xián 	清闲	c=1 d=0.88692 t=31620
qīng xī 	清晰	c=2 d=1.50019 t=31620
qīng yù àn 	青玉案	c=1 d=0.802519 t=31620
qū 	区	c=1 d=0.814648 t=31620
qū bié 	区别	c=28 d=7.73694 t=31620
qū chú 	祛除	c=1 d=0.99005 t=31620
qū dòng 	驱动	c=7 d=3.40502 t=31620
qū fēn 	区分	c=2 d=1.79966 t=31620
qū jiān 	区间	c=1 d=0.496585 t=31620
qū lǜ 	曲率	c=1 d=0.767205 t=31620
qū shì 	趋势	c=1 d=0.794534 t=31620
qū xiàn 	曲线	c=3 d=2.16686 t=31620
qū yù 	区域	c=2 d=1.03417 t=31620
qǐ 	起	c=4 d=2.17714 t=31620
qǐ bù 	起步	c=4 d=1.67852 t=31620
qǐ dòng 	启动	c=18 d=5.21384 t=31620
qǐ dòng hòu 	启动后	c=2 d=1.06568 t=31620
qǐ dòng màn 	启动慢	c=2 d=0.856415 t=31620
qǐ dòng shí 	启动时	c=1 d=0.782705 t=31620
qǐ jí 	企及	c=1 d=0.416862 t=31620
qǐ lái 	起来	c=4 d=2.70633 t=31620
qǐ lǒng 	起垄	c=4 d=3.16673 t=31620
qǐ lǒng bō zhǒng 	起垄播种	c=1 d=0.970446 t=31620
qǐ lǒng jī 	起垄机	c=3 d=1.62704 t=31620
qǐ mǎ 	起码	c=1 d=0.955997 t=31620
qǐ shǐ 	起始	c=1 d=0.810584 t=31620
qǐ tíng 	启停	c=3 d=2.24357 t=31620
qǐ yuán 	起源	c=3 d=1.78783 t=31620
qǐ yè 	企业	c=4 d=2.67617 t=31620
qǐ yòng 	启用	c=3 d=2.4477 t=31620
qǐ zhè zhǒng 	起这种	c=1 d=0.955997 t=31620
qǐ zhěn zi 	起疹子	c=1 d=0.806541 t=31620
qǐ zhǐ diǎn 	起止点	c=4 d=1.54087 t=31620
qǐ zuò yòng 	起作用	c=1 d=0.810584 t=31620
qǐng 	请	c=2 d=0.99901 t=31620
qǐng bú yào 	请不要	c=1 d=0.882497 t=31620
qǐng bú yòng 	请不用	c=1 d=0.83527 t=31620
qǐng bāng wǒ 	请帮我	c=1 d=0.927743 t=31620
qǐng gēng huàn 	请更换	c=1 d=0.923117 t=31620
qǐng jià 	请假	c=2 d=1.52153 t=31620
qǐng jiào 	请教	c=1 d=0.946485 t=31620
qǐng jǔ lì 	请举例	c=2 d=1.50197 t=31620
qǐng nǐ 	请你	c=1 d=0.980199 t=31620
qǐng qiú 	请求	c=4 d=2.67577 t=31620
qǔ 	取	c=1 d=0.904837 t=31620
qǔ jué 	取决	c=1 d=0.927743 t=31620
qǔ jué yú 	取决于	c=2 d=1.72228 t=31620
qǔ kù 	曲库	c=2 d=1.43782 t=31620
qǔ mù 	曲目	c=1 d=0.847894 t=31620
qǔ nuǎn fèi 	取暖费	c=1 d=0.865022 t=31620
qǔ xiāo 	取消	c=5 d=2.67026 t=31620
ruǎn 	软	c=1 d=0.625003 t=31620
ruǎn jiàn 	软件	c=28 d=8.82113 t=31620
ràng 	让	c=14 d=4.02918 t=31620
ràng nǐ 	让你	c=6 d=2.98423 t=31620
ràng rén 	让人	c=1 d=0.718924 t=31620
ràng tā men 	让他们	c=1 d=0.951229 t=31620
ràng wǒ 	让我	c=2 d=0.755086 t=31620
rào guò 	绕过	c=1 d=0.398519 t=31620
rào quān 	绕圈	c=2 d=1.93654 t=31620
rào xíng 	绕行	c=5 d=3.06319 t=31620
rán 	燃	c=2 d=1.70023 t=31620
rán hòu 	然后	c=30 d=4.47492 t=31620
rán shāo 	燃烧	c=1 d=0.882497 t=31620
rè 	热	c=2 d=1.37875 t=31620
rè dù 	热度	c=1 d=0.860708 t=31620
rè jiā zài 	热加载	c=1 d=0.937067 t=31620
rè shēn 	热身	c=1 d=0.600496 t=31620
rè wān 	热弯	c=1 d=0.941764 t=31620
rèn cuò 	认错	c=1 d=0.941764 t=31620
rèn hé 	任何	c=23 d=5.07023 t=31620
rèn kě 	认可	c=1 d=0.88692 t=31620
rèn shi 	认识	c=1 d=0.88692 t=31620
rèn wéi 	认为	c=16 d=4.03877 t=31620
rèn wù 	任务	c=13 d=5.59488 t=31620
rèn yì 	任意	c=1 d=0.205975 t=31620
rèn zhèng 	认证	c=3 d=2.61782 t=31620
rèn zhí 	任职	c=5 d=2.97981 t=31620
rèn zhēn 	认真	c=4 d=2.62951 t=31620
rén 	人	c=58 d=7.29191 t=31620
rén bù 	人不	c=1 d=0.900325 t=31620
rén chēng 	人称	c=1 d=0.822834 t=31620
rén cái 	人才	c=6 d=4.24181 t=31620
rén gōng 	人工	c=1 d=0.802519 t=31620
