# Rime user dictionary
#@/db_name	wanxiang
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	31620
#@/user_id	b05c24aa-c4d6-4bd9-842a-ee5398eb78ba
a 	啊	c=5 d=2.74676 t=31620
gǔ dǎo 	鼓捣	c=1 d=0.941764 t=31620
gǔ fèn 	股份	c=1 d=0.568536 t=31620
gǔ gē 	谷歌	c=3 d=2.36473 t=31620
gǔ jù jī 	古巨基	c=3 d=1.74531 t=31620
gǔ jīn 	古今	c=1 d=0.941764 t=31620
gǔ piào 	股票	c=1 d=0.937067 t=31620
gǔ rén 	古人	c=1 d=0.980199 t=31620
gǔ shì 	股市	c=1 d=0.873716 t=31620
gǔ zhuāng 	古装	c=1 d=0.802519 t=31620
huà 	划	c=1 d=0.913931 t=31620
huà 	化	c=1 d=0.965606 t=31620
huà 	画	c=1 d=0.740819 t=31620
huà 	话	c=23 d=5.8823 t=31620
huà lóng 	画龙	c=1 d=0.965606 t=31620
huà miàn 	画面	c=20 d=6.15602 t=31620
huà shuō 	话说	c=1 d=0.694196 t=31620
huà shí dài 	划时代	c=1 d=0.927743 t=31620
huà shēn 	化身	c=1 d=0.946485 t=31620
huà tí 	话题	c=5 d=2.74941 t=31620
huà wèn hào 	画问号	c=1 d=0.96079 t=31620
huà xīn 	画心	c=1 d=0.814648 t=31620
huài chù 	坏处	c=2 d=1.91316 t=31620
huài le 	坏了	c=2 d=1.74742 t=31620
huàn 	换	c=2 d=1.67535 t=31620
huàn dài 	换代	c=0 d=0.0882497 t=31620
huàn dào 	换到	c=1 d=0.740819 t=31620
huàn dǎng 	换挡	c=4 d=3.3365 t=31620
huàn guò qù 	换过去	c=1 d=0.666977 t=31620
huàn gè 	换个	c=2 d=1.72585 t=31620
huàn huàn 	换换	c=1 d=0.839457 t=31620
huàn jù huà shuō 	换句话说	c=1 d=0.726149 t=31620
huàn jī 	换机	c=1 d=0.932394 t=31620
huàn le 	换了	c=3 d=2.26916 t=31620
huàn wéi 	换为	c=1 d=0.895834 t=31620
huàn xiǎng 	幻想	c=1 d=0.895834 t=31620
huàn xīn 	换新	c=1 d=0.99005 t=31620
huàng dòng 	晃动	c=1 d=0.937067 t=31620
huàng yí huàng 	晃一晃	c=1 d=0.965606 t=31620
huá 	滑	c=1 d=0.965606 t=31620
huá cè 	华测	c=3 d=2.15707 t=31620
huá cè dǎo háng 	华测导航	c=1 d=0.985111 t=31620
huá guāng 	华光	c=11 d=2.81766 t=31620
huá gē 	华哥	c=2 d=1.9218 t=31620
huá wéi 	华为	c=25 d=6.18993 t=31620
huá zǐ 	华子	c=4 d=2.58737 t=31620
huái yí 	怀疑	c=2 d=1.86181 t=31620
huái yùn 	怀孕	c=1 d=0.891367 t=31620
huán 	还	c=1 d=0.752014 t=31620
huán jié 	环节	c=2 d=1.60214 t=31620
huán jìng 	环境	c=23 d=5.32214 t=31620
huán qiú 	环球	c=1 d=0.985111 t=31620
huán tài píng yáng 	环太平洋	c=4 d=3.69858 t=31620
huán yuán 	还原	c=4 d=3.0397 t=31620
huáng 	黄	c=1 d=0.519443 t=31620
huáng càn càn 	黄灿灿	c=1 d=0.96079 t=31620
huáng hēi 	黄黑	c=1 d=0.826959 t=31620
huáng jīn 	黄金	c=2 d=1.70976 t=31620
huáng le 	黄了	c=1 d=1.08008 t=31620
huáng rén xūn 	黄仁勋	c=2 d=1.69475 t=31620
huáng shí 	黄石	c=1 d=0.980199 t=31620
huáng sè 	黄色	c=1 d=0.697676 t=31620
huì 	会	c=70 d=10.0927 t=31620
huì 	慧	c=1 d=0.955997 t=31620
huì biàn dé 	会变得	c=1 d=0.955997 t=31620
huì bú huì 	会不会	c=5 d=2.37376 t=31620
huì chū 	会出	c=1 d=0.690734 t=31620
huì dǎo zhì 	会导致	c=6 d=3.56294 t=31620
huì fǔ shí 	会腐蚀	c=1 d=0.970446 t=31620
huì huà 	会话	c=2 d=1.61476 t=31620
huì ràng nǐ 	会让你	c=1 d=0.755783 t=31620
huì shì shuí 	会是谁	c=1 d=0.932394 t=31620
huì shōu dào 	会收到	c=1 d=0.774917 t=31620
huì yuán 	会员	c=1 d=0.831104 t=31620
huì yì 	会议	c=2 d=1.39371 t=31620
huì yíng de 	会赢的	c=1 d=0.955997 t=31620
huì yǒu 	会有	c=5 d=2.99239 t=31620
huì yǒu gè 	会有个	c=1 d=0.909373 t=31620
huì zì jǐ 	会自己	c=1 d=0.782705 t=31620
huí 	回	c=7 d=4.06298 t=31620
huí bào lǜ 	回报率	c=1 d=0.860708 t=31620
huí bì 	回避	c=1 d=0.980199 t=31620
huí diào 	回调	c=1 d=0.57695 t=31620
huí dào 	回到	c=1 d=0.748264 t=31620
huí dá 	回答	c=4 d=2.67798 t=31620
huí dá cì shù 	回答次数	c=1 d=0.985111 t=31620
huí fù 	回复	c=3 d=1.64497 t=31620
huí fù wǒ 	回复我	c=1 d=0.522045 t=31620
huí fā 	回发	c=1 d=0.67032 t=31620
huí guī 	回归	c=1 d=0.985111 t=31620
huí gù 	回顾	c=1 d=0.895834 t=31620
huí huán 	回环	c=1 d=0.965606 t=31620
huí jiā 	回家	c=2 d=1.3648 t=31620
huí liú 	回流	c=1 d=0.843665 t=31620
huí lái 	回来	c=4 d=2.57856 t=31620
huí qù 	回去	c=2 d=1.10674 t=31620
huí tiáo 	回调	c=1 d=0.923117 t=31620
huí tuì 	回退	c=1 d=0.955997 t=31620
huí tái 	回台	c=1 d=0.955997 t=31620
huí tóu 	回头	c=1 d=0.96079 t=31620
huí xiǎn 	回显	c=2 d=1.31426 t=31620
huí xiǎng qǐ lái 	回想起来	c=1 d=0.941764 t=31620
huí xuè 	回血	c=1 d=0.923117 t=31620
huí xīn zhuǎn yì 	回心转意	c=3 d=1.89387 t=31620
huí zhèng 	回正	c=1 d=0.522045 t=31620
huò 	或	c=1 d=0.985111 t=31620
huò 	货	c=2 d=1.87498 t=31620
huò dé 	获得	c=2 d=0.843665 t=31620
huò qí tā 	或其他	c=1 d=0.882497 t=31620
huò qǔ 	获取	c=10 d=4.96777 t=31620
huò shì 	或是	c=1 d=0.882497 t=31620
huò zhě 	或者	c=35 d=6.49048 t=31620
huó 	活	c=4 d=1.93377 t=31620
huó dòng 	活动	c=2 d=1.62134 t=31620
huó dòng shí 	活动时	c=1 d=0.546075 t=31620
huā 	花	c=3 d=1.81989 t=31620
huā er 	花儿	c=2 d=1.32965 t=31620
huā fěn 	花粉	c=2 d=0.798818 t=31620
huā qián 	花钱	c=1 d=0.860708 t=31620
huā qián duō 	花钱多	c=1 d=0.628135 t=31620
huā quān 	花圈	c=2 d=1.70482 t=31620
huā shì de 	花似的	c=1 d=0.771052 t=31620
huā xiāo 	花销	c=1 d=0.980199 t=31620
huā zì jǐ de qián 	花自己的钱	c=1 d=0.965606 t=31620
huān zǐ 	欢子	c=1 d=0.946485 t=31620
huī fù 	恢复	c=2 d=1.69655 t=31620
huī fù mǎ 	恢复码	c=1 d=0.955997 t=31620
huī jìn 	灰烬	c=1 d=0.932394 t=31620
huǎn cún 	缓存	c=1 d=0.970446 t=31620
huǎn jiě 	缓解	c=3 d=2.27415 t=31620
huǎng yán 	谎言	c=1 d=0.904837 t=31620
huǒ 	火	c=1 d=0.748264 t=31620
huǒ shān 	火山	c=1 d=0.891367 t=31620
huǒ yàn 	火焰	c=1 d=0.909373 t=31620
hàn ní bá 	汉尼拔	c=3 d=2.72022 t=31620
hào 	号	c=34 d=13.4071 t=31620
hào 	浩	c=1 d=0.900325 t=31620
hào chē 	号车	c=9 d=4.93418 t=31620
hào diàn 	耗电	c=1 d=0.865022 t=31620
hào jìn 	耗尽	c=1 d=0.869358 t=31620
hào qí 	好奇	c=5 d=2.79395 t=31620
hái 	还	c=19 d=4.35437 t=31620
hái biàn 	还变	c=1 d=0.985111 t=31620
hái bù gōng bù 	还不公布	c=1 d=0.895834 t=31620
hái děi 	还得	c=3 d=1.61938 t=31620
hái děi shì 	还得是	c=1 d=0.895834 t=31620
hái huì 	还会	c=1 d=0.869358 t=31620
hái huì zài 	还会在	c=1 d=0.76338 t=31620
hái hé 	还和	c=1 d=0.66034 t=31620
hái hǎo 	还好	c=1 d=0.932394 t=31620
hái jiào 	还叫	c=1 d=0.970446 t=31620
hái jì de 	还记得	c=2 d=1.54985 t=31620
hái jǔ le 	还举了	c=1 d=0.582748 t=31620
hái kě yǐ 	还可以	c=3 d=1.96508 t=31620
hái méi 	还没	c=2 d=1.30159 t=31620
hái méi yǒu 	还没有	c=1 d=0.831104 t=31620
hái néng 	还能	c=9 d=2.8272 t=31620
hái shuō shá 	还说啥	c=1 d=0.486752 t=31620
hái shì 	还是	c=48 d=9.72173 t=31620
hái shì yào xìng fú 	还是要幸福	c=1 d=0.941764 t=31620
hái tǐng 	还挺	c=1 d=0.923117 t=31620
hái xíng 	还行	c=2 d=1.05898 t=31620
hái xī wàng 	还希望	c=1 d=0.76338 t=31620
hái xū 	还需	c=1 d=0.826959 t=31620
hái xū yào 	还需要	c=2 d=1.55746 t=31620
hái yào 	还要	c=4 d=2.09108 t=31620
hái yǒu 	还有	c=11 d=3.7457 t=31620
hái yǒu gè wèn tí 	还有个问题	c=1 d=0.839457 t=31620
hái yǒu rén 	还有人	c=1 d=0.782705 t=31620
hái yǒu xiē 	还有些	c=1 d=0.965606 t=31620
hái yǒu yì diǎn 	还有一点	c=1 d=0.474734 t=31620
hái zi 	孩子	c=2 d=1.18199 t=31620
hái zài 	还在	c=4 d=2.49656 t=31620
hán guó 	韩国	c=1 d=0.941764 t=31620
hán jīn liàng 	含金量	c=1 d=0.96079 t=31620
hán shù 	函数	c=12 d=5.52979 t=31620
hán wěi 	韩伟	c=1 d=0.970446 t=31620
hán xiǎo 	韩晓	c=0 d=0.0826959 t=31620
hán xiǎo guāng 	韩晓光	c=11 d=8.43326 t=31620
hán yì 	含义	c=2 d=1.67439 t=31620
hán yǒu 	含有	c=1 d=0.839457 t=31620
háng 	行	c=3 d=2.52765 t=31620
háng háo 	行号	c=1 d=0.951229 t=31620
háng kōng 	航空	c=1 d=0.985111 t=31620
háng shù 	行数	c=1 d=0.965606 t=31620
háng yè 	行业	c=13 d=4.91491 t=31620
háng zhōu 	杭州	c=1 d=0.603506 t=31620
háo wú 	毫无	c=1 d=0.74937 t=31620
háo wú gǎn qíng 	毫无感情	c=1 d=0.878095 t=31620
háo wú qī dài 	毫无期待	c=1 d=0.96079 t=31620
háo ān shí 	毫安时	c=1 d=0.965606 t=31620
hé 	合	c=1 d=0.937067 t=31620
hé 	和	c=200 d=17.692 t=31620
hé bì 	何必	c=1 d=0.951229 t=31620
hé bìng 	合并	c=2 d=1.50555 t=31620
hé běi 	河北	c=3 d=2.82389 t=31620
hé guī 	合规	c=1 d=0.941764 t=31620
hé jí 	合集	c=1 d=0.873716 t=31620
hé jīn 	合金	c=1 d=0.99005 t=31620
hé lǐ 	合理	c=15 d=5.07516 t=31620
hé lǐ xìng 	合理性	c=1 d=0.701173 t=31620
hé lǒng 	合垄	c=1 d=0.597501 t=31620
hé nǐ 	和你	c=2 d=1.17864 t=31620
hé píng 	和平	c=1 d=0.810584 t=31620
hé qíng hé lǐ 	合情合理	c=1 d=0.390628 t=31620
hé shì 	合适	c=26 d=5.53175 t=31620
hé shū huán 	何书桓	c=1 d=0.847894 t=31620
hé sài 	禾赛	c=1 d=0.767205 t=31620
hé tóng xué 	何同学	c=1 d=0.711771 t=31620
hé wǒ 	和我	c=3 d=2.30471 t=31620
hé xīn 	核心	c=9 d=3.66406 t=31620
hé yù 	何玉	c=1 d=0.759572 t=31620
hé yǐng 	合影	c=1 d=0.865022 t=31620
hé zhe 	合着	c=1 d=0.965606 t=31620
hé zhāng yǐng 	合张影	c=2 d=1.73571 t=31620
hé zhǐ 	何止	c=1 d=0.900325 t=31620
hé zhǒng 	何种	c=1 d=0.786628 t=31620
hé zi 	盒子	c=2 d=0.999148 t=31620
hé zuò 	合作	c=2 d=1.21654 t=31620
hé zuò shè 	合作社	c=1 d=0.718924 t=31620
héng liáng 	衡量	c=1 d=0.904837 t=31620
héng shēng 	恒生	c=4 d=3.00913 t=31620
héng xiàn 	横线	c=2 d=1.60554 t=31620
héng xiàng 	横向	c=39 d=7.8138 t=31620
héng ān 	恒安	c=0 d=0.0767205 t=31620
hòu 	候	c=1 d=0.99005 t=31620
hòu 	后	c=67 d=7.75416 t=31620
hòu biān 	后边	c=1 d=0.722527 t=31620
hòu biān shì 	后边是	c=1 d=0.752014 t=31620
hòu bàn duàn 	后半段	c=1 d=0.778801 t=31620
hòu duān 	后端	c=1 d=0.831104 t=31620
hòu huǐ 	后悔	c=1 d=0.771052 t=31620
hòu lái 	后来	c=4 d=2.39799 t=31620
hòu shè xiàng tóu 	后摄像头	c=1 d=0.677056 t=31620
hòu shì 	后市	c=2 d=1.47074 t=31620
hòu tuì 	后退	c=2 d=0.985111 t=31620
hòu tái 	后台	c=12 d=4.92399 t=31620
hòu tái wèi pèi zhì 	后台未配置	c=1 d=0.96079 t=31620
hòu xuǎn cí 	候选词	c=1 d=0.937067 t=31620
hòu xù 	后续	c=18 d=4.77275 t=31620
hóng 	宏	c=3 d=2.12007 t=31620
hóng 	红	c=0 d=0.0657047 t=31620
hóng 	虹	c=1 d=0.66365 t=31620
hóng méng 	鸿蒙	c=13 d=5.55295 t=31620
hóng mó 	红魔	c=1 d=0.985111 t=31620
hóng nèi hé 	宏内核	c=1 d=0.900325 t=31620
hóng qiáng wēi 	红蔷薇	c=1 d=0.913931 t=31620
hóng zhī jiān 	红之间	c=1 d=0.66034 t=31620
hóu 	侯	c=2 d=1.88839 t=31620
hóu 	猴	c=1 d=0.97531 t=31620
hù chuán 	互传	c=1 d=0.895834 t=31620
hù hào 	户号	c=2 d=1.85076 t=31620
hù kǒu 	户口	c=3 d=2.52988 t=31620
hù lián 	互联	c=1 d=0.433874 t=31620
hù lián wǎng 	互联网	c=2 d=1.3607 t=31620
hù wài 	户外	c=3 d=2.03272 t=31620
hùn 	混	c=5 d=3.81192 t=31620
hú 	胡	c=1 d=0.985111 t=31620
hú dié 	蝴蝶	c=0 d=0.0909373 t=31620
hú dù 	弧度	c=1 d=0.637628 t=31620
hú gē 	胡歌	c=1 d=0.697676 t=31620
hú jiàn 	胡剑	c=0 d=0.0980199 t=31620
hú xià 	胡夏	c=1 d=0.97531 t=31620
hā 	哈	c=1 d=0.831104 t=31620
hā hā hā 	哈哈哈	c=3 d=2.02647 t=31620
hā hā hā hā hé 	哈哈哈哈和	c=1 d=0.588605 t=31620
hā hā hā hā hā hā hā hā hā hā hā hā hé 	哈哈哈哈哈哈哈哈哈哈哈哈和	c=1 d=0.913931 t=31620
hā luō 	哈啰	c=3 d=2.89828 t=31620
hā lóu 	哈喽	c=5 d=2.46518 t=31620
hā lóu yā 	哈喽呀	c=2 d=1.50404 t=31620
hā xī 	哈西	c=2 d=1.97516 t=31620
hā ěr bīn 	哈尔滨	c=19 d=7.9608 t=31620
hāo 	薅	c=0 d=0.0657047 t=31620
hāo guò lái 	薅过来	c=1 d=0.66034 t=31620
hē 	喝	c=0 d=0.0878095 t=31620
hē bēi 	喝杯	c=1 d=0.909373 t=31620
hē duō le 	喝多了	c=1 d=0.839457 t=31620
hē guò 	喝过	c=0 d=0.0621885 t=31620
hē gān shuǐ 	喝泔水	c=2 d=1.82427 t=31620
hē le 	喝了	c=1 d=0.826959 t=31620
hēi lóng jiāng 	黑龙江	c=3 d=1.8586 t=31620
hēi māo 	黑猫	c=2 d=1.86222 t=31620
hēi páo 	黑袍	c=2 d=1.82535 t=31620
hēi shè huì 	黑社会	c=1 d=0.790571 t=31620
hēi zhī má 	黑芝麻	c=1 d=0.941764 t=31620
hēi àn 	黑暗	c=3 d=2.93585 t=31620
hěn 	很	c=15 d=3.00381 t=31620
hěn bàng 	很棒	c=1 d=0.778801 t=31620
hěn cháng 	很长	c=1 d=0.839457 t=31620
hěn chǎo 	很吵	c=0 d=0.076338 t=31620
hěn chǎo le 	很吵了	c=1 d=0.767205 t=31620
hěn duō 	很多	c=24 d=5.51439 t=31620
hěn duō nián 	很多年	c=1 d=0.704688 t=31620
hěn duō rén 	很多人	c=3 d=1.78734 t=31620
hěn dà 	很大	c=2 d=1.75171 t=31620
hěn fù zé rèn 	很负责任	c=1 d=0.97531 t=31620
hěn gāo 	很高	c=1 d=0.965606 t=31620
hěn hào qí 	很好奇	c=3 d=2.71965 t=31620
hěn hǎo 	很好	c=2 d=1.54064 t=31620
hěn hǎo kàn 	很好看	c=1 d=0.985111 t=31620
hěn kùn nan 	很困难	c=1 d=0.927743 t=31620
hěn luàn 	很乱	c=1 d=0.891367 t=31620
hěn màn 	很慢	c=1 d=0.860708 t=31620
hěn nán 	很难	c=3 d=1.77006 t=31620
hěn qiáng 	很强	c=1 d=0.99005 t=31620
hěn qí guài 	很奇怪	c=1 d=0.404542 t=31620
hěn qí tè 	很奇特	c=1 d=0.96079 t=31620
hěn róng yì 	很容易	c=0 d=0.0904837 t=31620
hěn róng yì jiù cháng duǎn tuǐ 	很容易就长短腿	c=1 d=0.909373 t=31620
hěn shǎo 	很少	c=1 d=0.615697 t=31620
hěn tǎo qiǎo 	很讨巧	c=1 d=0.66034 t=31620
hěn xiǎo 	很小	c=2 d=1.09328 t=31620
hěn yǒu 	很有	c=1 d=0.891367 t=31620
hěn zhèng cháng 	很正常	c=2 d=1.20421 t=31620
hōng hōng 	轰轰	c=1 d=0.985111 t=31620
hōng yóu mén 	轰油门	c=1 d=0.647265 t=31620
hū lüè 	忽略	c=2 d=1.40806 t=31620
hūn zhāo 	昏招	c=1 d=0.927743 t=31620
hǎi 	海	c=1 d=0.99005 t=31620
hǎi diàn 	海淀	c=3 d=1.90737 t=31620
hǎi diàn qū 	海淀区	c=1 d=0.755783 t=31620
hǎi guān 	海关	c=2 d=1.72176 t=31620
hǎi gǒu 	海狗	c=3 d=2.22996 t=31620
hǎi lì shì 	海力士	c=2 d=1.97516 t=31620
hǎi míng wēi 	海明威	c=1 d=0.923117 t=31620
hǎi nán 	海南	c=1 d=0.588605 t=31620
hǎi wài 	海外	c=1 d=0.985111 t=31620
hǎi yàn 	海燕	c=0 d=0.0740819 t=31620
hǎn jiàn 	罕见	c=1 d=0.618783 t=31620
hǎo 	好	c=31 d=7.44357 t=31620
hǎo ba 	好吧	c=3 d=2.01981 t=31620
hǎo bú kào pǔ 	好不靠谱	c=1 d=0.634448 t=31620
hǎo chù 	好处	c=3 d=2.08523 t=31620
hǎo de 	好的	c=9 d=2.86396 t=31620
hǎo diǎn 	好点	c=1 d=0.860708 t=31620
hǎo diǎn er 	好点儿	c=1 d=0.970446 t=31620
hǎo duō 	好多	c=2 d=1.10153 t=31620
hǎo dà de 	好大的	c=0 d=0.0612626 t=31620
hǎo dà de kǒu qì 	好大的口气	c=1 d=0.615697 t=31620
hǎo guǐ yì 	好诡异	c=1 d=0.839457 t=31620
hǎo gè 	好个	c=1 d=0.790571 t=31620
hǎo jiào liàn 	好教练	c=1 d=0.941764 t=31620
hǎo jǐ tiān 	好几天	c=2 d=1.39304 t=31620
hǎo le 	好了	c=2 d=1.32598 t=31620
hǎo mó huàn 	好魔幻	c=1 d=0.67368 t=31620
hǎo piào liang 	好漂亮	c=1 d=0.985111 t=31620
hǎo píng 	好评	c=1 d=0.852144 t=31620
hǎo qù 	好去	c=1 d=0.67032 t=31620
hǎo shén qí 	好神奇	c=1 d=0.946485 t=31620
hǎo shǐ 	好使	c=5 d=3.69687 t=31620
hǎo xiàng 	好像	c=21 d=5.74542 t=31620
hǎo xiàng shì 	好像是	c=2 d=1.64858 t=31620
hǎo xiǎng hǎo xiǎng 	好想好想	c=1 d=0.99005 t=31620
hǎo xīn 	好心	c=3 d=2.75644 t=31620
hǎo ya 	好呀	c=1 d=0.506617 t=31620
hǎo yì diǎn ér 	好一点儿	c=1 d=0.25284 t=31620
hǎo yì xiē 	好一些	c=3 d=2.13463 t=31620
hǎo yòng 	好用	c=7 d=3.74342 t=31620
hǎo yǔ 	郝雨	c=1 d=0.99005 t=31620
hǎo zhēng 	好争	c=1 d=0.932394 t=31620
hǎo zàn 	好赞	c=0 d=0.0904837 t=31620
hǔ kǒu 	虎口	c=1 d=0.923117 t=31620
hǔ kǒu chù 	虎口处	c=1 d=0.752014 t=31620
hǔ zhàng 	虎杖	c=1 d=0.985111 t=31620
jià gé 	价格	c=9 d=3.69362 t=31620
jià gé bù mǐn gǎn 	价格不敏感	c=1 d=0.980199 t=31620
jià gòu 	架构	c=1 d=0.965606 t=31620
jià shǐ 	驾驶	c=35 d=11.2153 t=31620
jià shǐ shì 	驾驶室	c=2 d=1.60991 t=31620
jià wèi 	价位	c=1 d=0.535262 t=31620
jià zhí 	价值	c=5 d=2.99906 t=31620
jià zi 	架子	c=1 d=0.814648 t=31620
jiàn 	键	c=2 d=1.83785 t=31620
jiàn bié rén 	见别人	c=1 d=0.980199 t=31620
jiàn cāng 	建仓	c=1 d=0.951229 t=31620
jiàn gè 	建个	c=1 d=0.980199 t=31620
jiàn gē 	健哥	c=1 d=0.831104 t=31620
jiàn jiàn de 	渐渐地	c=0 d=0.0895834 t=31620
jiàn jiàn de jiù bù zài yì le 	渐渐地就不在意了	c=1 d=0.900325 t=31620
jiàn le 	建了	c=1 d=0.878095 t=31620
jiàn lái 	剑来	c=1 d=0.951229 t=31620
jiàn lì 	建立	c=2 d=1.40411 t=31620
jiàn mào 	键帽	c=1 d=0.96079 t=31620
jiàn mín 	贱民	c=1 d=0.88692 t=31620
jiàn mó 	建模	c=3 d=1.71174 t=31620
jiàn pán 	键盘	c=5 d=3.22029 t=31620
jiàn qiào yán 	腱鞘炎	c=2 d=1.88957 t=31620
jiàn tú 	建图	c=1 d=0.375311 t=31620
jiàn yì 	建议	c=18 d=5.14783 t=31620
jiàn zhí duì 	键值对	c=1 d=0.937067 t=31620
jiàn zhù wù 	建筑物	c=1 d=0.362403 t=31620
jiàng 	犟	c=1 d=0.918512 t=31620
jiàng dàng 	降档	c=1 d=0.937067 t=31620
jiàng dào 	降到	c=3 d=1.65803 t=31620
jiàng dī 	降低	c=6 d=2.61047 t=31620
jiàng dī le 	降低了	c=1 d=0.315058 t=31620
jiàng jià 	降价	c=5 d=2.7395 t=31620
jiàng jí 	降级	c=1 d=0.895834 t=31620
jiào 	叫	c=2 d=1.62422 t=31620
jiào chà 	较差	c=1 d=0.937067 t=31620
jiào duō 	较多	c=1 d=0.628135 t=31620
jiào dà 	较大	c=1 d=0.839457 t=31620
jiào dào le 	叫到了	c=1 d=0.932394 t=31620
jiào dī 	较低	c=1 d=0.574072 t=31620
jiào gāo 	较高	c=2 d=1.4479 t=31620
jiào hǎo 	较好	c=2 d=0.737124 t=31620
jiào liàn 	教练	c=1 d=0.909373 t=31620
jiào shá 	叫啥	c=1 d=0.810584 t=31620
jiào shòu 	教授	c=0 d=0.097531 t=31620
jiào shī 	教师	c=3 d=2.07625 t=31620
jiào wěn dìng 	较稳定	c=1 d=0.737124 t=31620
jiào wǒ 	叫我	c=1 d=0.472367 t=31620
jiào yàn 	校验	c=1 d=0.913931 t=31620
jiào yù 	教育	c=1 d=0.891367 t=31620
jiào zhǔn 	校准	c=36 d=12.539 t=31620
jiào zuò 	叫做	c=0 d=0.0826959 t=31620
jiè 	借	c=1 d=0.67368 t=31620
jiè gè 	借个	c=1 d=0.895834 t=31620
jiè jiàn 	借鉴	c=1 d=0.937067 t=31620
jiè miàn 	界面	c=9 d=2.32299 t=31620
jiè shào 	介绍	c=2 d=1.21526 t=31620
jié 	截	c=0 d=0.0965606 t=31620
jié 	节	c=1 d=0.985111 t=31620
jié diǎn 	节点	c=30 d=9.14849 t=31620
jié diǎn míng 	节点名	c=1 d=0.937067 t=31620
jié guǒ 	结果	c=32 d=5.67862 t=31620
jié gòu 	结构	c=24 d=8.47393 t=31620
jié gòu huà 	结构化	c=1 d=0.640825 t=31620
jié hé 	结合	c=9 d=3.30486 t=31620
jié kè 	杰克	c=1 d=0.786628 t=31620
jié le liǎng zhāng tú 	截了两张图	c=1 d=0.970446 t=31620
jié mù 	节目	c=1 d=0.878095 t=31620
jié qián 	节前	c=1 d=0.895834 t=31620
jié shù 	结束	c=4 d=2.5369 t=31620
jié tú 	截图	c=8 d=4.394 t=31620
jié zuò 	杰作	c=1 d=0.913931 t=31620
jiù 	就	c=62 d=7.34205 t=31620
jiù 	旧	c=1 d=0.97531 t=31620
jiù biàn chē 	就变车	c=1 d=0.748264 t=31620
jiù bié 	就别	c=0 d=0.0822834 t=31620
jiù bié wán 	就别玩	c=2 d=1.17835 t=31620
jiù bù 	就不	c=0 d=0.0895834 t=31620
jiù bù néng 	就不能	c=1 d=0.744531 t=31620
jiù bú shì 	就不是	c=1 d=0.634448 t=31620
jiù bǎn 	旧版	c=1 d=0.839457 t=31620
jiù bǐ jiào 	就比较	c=1 d=0.96079 t=31620
jiù děi 	就得	c=1 d=0.810584 t=31620
jiù gāi 	就该	c=1 d=0.786628 t=31620
jiù huì 	就会	c=1 d=0.822834 t=31620
jiù hǎo 	就好	c=4 d=1.93335 t=31620
jiù hǎo le 	就好了	c=1 d=0.923117 t=31620
jiù kě néng 	就可能	c=1 d=0.900325 t=31620
jiù kě yǐ 	就可以	c=3 d=1.86202 t=31620
jiù méi shá 	就没啥	c=1 d=0.985111 t=31620
jiù méi yǒu 	就没有	c=1 d=0.826959 t=31620
jiù mǎi 	就买	c=1 d=0.985111 t=31620
jiù nà zhǒng 	就那种	c=1 d=0.631283 t=31620
jiù néng 	就能	c=5 d=1.48834 t=31620
jiù pà 	就怕	c=1 d=0.970446 t=31620
jiù shuō 	就说	c=1 d=0.640825 t=31620
jiù shì 	就是	c=42 d=8.0322 t=31620
jiù shì lùn shì 	就事论事	c=1 d=0.927743 t=31620
jiù shǒu jī 	旧手机	c=1 d=0.918512 t=31620
jiù wán shì ér 	就完事儿	c=1 d=0.647265 t=31620
jiù wǎng 	就往	c=1 d=0.913931 t=31620
jiù xià 	救下	c=1 d=0.937067 t=31620
jiù xiàng 	就像	c=2 d=1.32584 t=31620
jiù xiàng shì 	就像是	c=1 d=0.970446 t=31620
jiù xíng 	就行	c=21 d=5.51139 t=31620
jiù xíng le 	就行了	c=2 d=0.880318 t=31620
jiù xù 	就绪	c=1 d=0.980199 t=31620
jiù yīng gāi 	就应该	c=1 d=0.918512 t=31620
jiù yǒu 	就有	c=2 d=1.24682 t=31620
jiù yǒu rén 	就有人	c=1 d=0.683861 t=31620
jiā 	加	c=2 d=1.61012 t=31620
jiā 	夹	c=7 d=2.67727 t=31620
jiā 	家	c=8 d=2.9978 t=31620
jiā bān 	加班	c=2 d=1.54646 t=31620
jiā cháng 	加长	c=1 d=0.913931 t=31620
jiā chéng 	加成	c=1 d=0.733447 t=31620
jiā cāng 	加仓	c=0 d=0.097531 t=31620
jiā fēn 	加分	c=1 d=0.798516 t=31620
jiā gè bān 	加个班	c=1 d=0.748264 t=31620
jiā háo 	嘉豪	c=1 d=0.96079 t=31620
jiā kuài 	加快	c=1 d=0.265085 t=31620
jiā le 	加了	c=2 d=0.980477 t=31620
jiā lè bǐ 	加勒比	c=1 d=0.980199 t=31620
jiā qiáng 	加强	c=1 d=0.904837 t=31620
jiā qiáng diǎn 	加强点	c=0 d=0.0860708 t=31620
jiā qiáng diǎn ér 	加强点儿	c=1 d=0.865022 t=31620
jiā rén 	夹人	c=3 d=2.55212 t=31620
jiā rù 	加入	c=1 d=0.904837 t=31620
jiā rù hòu 	加入后	c=1 d=0.818731 t=31620
jiā sù 	加速	c=1 d=0.900325 t=31620
jiā sù dù 	加速度	c=2 d=1.94111 t=31620
jiā sāi 	加塞	c=1 d=0.941764 t=31620
